tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,Y
,7.63290914914898,2.30533303542439,8.31756238356791,4.2079062854173,-1.99885744172977,,-1.5925578639688,,0.73691125207928,0.78103093126709,0.719005597606862,0.0458614241181345,0.0
,5.19738941683939,,3.9165738456604,4.71851175164804,,-1.32950173105991,-1.45146327637066,0.5889726992606801,0.8083182999911659,0.980275081409533,,0.0729294789771034,0.0
9.93289144784483,,8.32630339172727,,4.2595176859462205,-1.33712534143095,,,0.580153661352914,0.363850894268372,0.7037087189267479,,0.0550319825202944,
4.88559352362849,,0.813041592003079,6.89623488718841,3.69970177772679,-0.8501248120120491,-1.13174980394003,,0.142690342111958,,0.449985728547625,0.8061752255856339,0.0234326502965605,
,4.69049889475001,6.760482681520308,,3.46110137816496,-1.58702289466572,,-0.7072603957687159,0.4279496168994521,0.268134502718482,0.8581229401885321,,0.0655657102666681,0.0
9.47848454869785,7.7844107576419805,,,,-1.32880304659377,-1.30282692058649,,0.972600867417399,,0.472547855397768,0.416350330084937,,
4.72878224914731,9.71621931262858,1.94717774706678,1.10017102985594,2.4795941090582403,-0.547543483150506,,,0.935677524671068,0.7143622919174549,0.445499831697228,0.68535282561029,,1.0
3.43484976576031,6.1309280600925815,,,,-0.59572223886064,-1.50306790062337,-0.763188709211442,0.545614813679804,0.272298587336633,0.19874841584082506,0.225799660091987,-0.0266960144240903,
,6.64117899104512,0.887188670949079,9.32981280924345,,-1.3215758476063102,-1.5712754360375902,-1.15203455697743,0.573065120299235,,0.108829300273564,0.3935348671663621,-0.00161964495496903,1.0
,,8.39001866631201,,2.50557125850781,-0.535382727324508,-1.20600612005622,,0.9370459398645872,0.24869794075586,0.454869494902549,,0.0520779065490509,0.0
5.53041876166301,7.69470373742087,1.1165630356531002,1.67634494165793,3.32543529192625,-1.14600062866678,-0.565425637400232,-1.61400902585924,0.8527950870659878,0.7456867915264058,0.7642947463840258,0.4843287686371779,0.0121783977953104,0.0
6.97484628643703,,0.702660952740919,,3.6419826077715,-1.00460199658016,-1.8334780825031,-0.8039025286882422,0.632834855465155,0.209191863260046,0.997492930078303,,-0.0312083635206024,
,6.9828544889197,,,2.9518804678652204,,-1.2339610174080802,,0.145924621516644,0.968596827603511,0.7073503110844399,,,
2.78969057522215,9.88712758037534,5.54411179427888,2.72982802078786,,-0.882744571653032,-1.76630082163333,,0.279406452210614,,,,0.0187524340778768,0.0
5.936028979512,1.90773163760568,,,4.4337820202544505,-1.69212827364354,-1.3241501110856002,,0.45276563093845,0.243988290386734,0.8822084305666908,0.159554602387594,0.0145596279390306,0.0
2.50710945151017,,,7.8353750627251,4.26530014183555,-1.47162618957667,-1.5688816268436598,-1.22479232541522,,0.561850142393667,0.30410580082790195,,-0.0429439524135797,1.0
1.18389937187283,5.953624927359071,9.03311004964737,9.01931889049236,4.0436863440784006,-0.936868333537935,,-1.90280748648702,0.14234565319185502,0.892537244956769,0.0757017543845926,0.968053580876929,0.0460646936112092,0.0
4.597044610740331,,3.5048493938465,3.905001546274181,4.61166690466044,-1.16212490340291,,,0.526914456208849,,,,0.0541895031121165,0.0
,,8.469317379857591,1.6571808000331598,,,,-0.907729705843597,,0.0773823250698834,,0.9086170085852692,,1.0
5.094262531286558,1.4445477191052698,,3.20460025195349,4.91836329825452,,-1.96721850923635,,0.785066812847573,0.9829488434638,0.542640407609969,,0.00705015983999362,
4.54703621404549,4.19061472366642,4.4157100175527315,1.30959124702855,3.7621102450243,-0.834992475967109,-0.999660733085265,-1.92745703597193,0.58856286102092,0.7846290053396021,0.476940506473461,,0.0313899042229766,0.0
,0.7451151564105409,,,,-1.18264671543016,-1.7030085808550102,-1.47228331131996,,0.348441830516764,0.464309423760539,,,0.0
3.81602485703391,5.86677797643804,,5.7081559155522505,3.24788840857951,-1.21801217487981,-1.39630281466438,-0.6335734190353189,0.380777120513335,,0.222323425585998,0.768242530493072,0.0443236306528311,0.0
