tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,Y
,,,,,,-0.616490979718731,,0.41126426837901897,0.73691125207928,,,,
,,,,4.71851175164804,-1.93754674421747,,,0.5889726992606801,,,,,
,,,9.7689405478406,,,,,,0.363850894268372,,,,
,,,,3.69970177772679,,,,,,,,,
,,,,,,,,,0.268134502718482,,,0.0655657102666681,0.0
,,,,,-1.32880304659377,-1.30282692058649,,,,0.472547855397768,,,
,,1.94717774706678,,2.4795941090582403,,,,,,,,,
,,,1.87151626052308,,,-1.50306790062337,-0.763188709211442,,0.272298587336633,,,-0.0266960144240903,
,6.64117899104512,,9.32981280924345,,,,-1.15203455697743,0.573065120299235,,,,,
,9.12327767875966,,3.70317741293043,,,-1.20600612005622,-0.764182411127083,,,0.454869494902549,,,0.0
,,,1.67634494165793,,,-0.565425637400232,,,,,,,0.0
,1.84943238541625,,,,,-1.8334780825031,,,,,,,
,,6.984679408994,6.91415112150192,,,,,,0.968596827603511,,,,
,,,2.72982802078786,,-0.882744571653032,,,,,,0.303308427141182,,0.0
,,,1.98863955129711,,,,,0.45276563093845,,,,,
,,,,,,,,,,0.30410580082790195,,,
1.18389937187283,5.953624927359071,,9.01931889049236,,,,,,,,,,
,,,,,,,-1.52992865435001,0.526914456208849,,,,,
,,,,,-1.89453890408167,,,0.34495270096635305,,0.7336159659644871,,,1.0
,1.4445477191052698,,,,,,,0.785066812847573,,,0.9250564410562272,,0.0
,4.19061472366642,,,3.7621102450243,,-0.999660733085265,,,,,0.122640824741231,0.0313899042229766,0.0
,,,4.67063704665448,,,,,,0.348441830516764,,,,
,,,,,,-1.39630281466438,,,0.573805964124531,,0.768242530493072,,
8.10774326493888,6.1714520935430714,,,,,,,,,,0.537233495187021,,0.0
,4.183736176865049,4.37742872617765,,,,,,,,,,,0.0
,,,,3.31055442700535,,,,,,,,,1.0
,9.40677585601042,,,2.97919675077321,,,,,,,0.6299311025534641,,
,,,,4.1014393151591095,,,,,,,,,
,,,,,,-0.5300304547556789,,,,,0.0607152081101609,,0.0
,,,,,-1.6826352363957,-0.987281282290106,,,0.280112234181729,,,,
,,6.137010827999951,9.169310379896599,,,,,,,,,,
,,,,,-1.52117941929376,,,,0.212390164894045,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,4.026525384150241,,,-1.75947092512674,,0.626162895381106,0.6027509190797421,,,0.0
,,,,,,,-0.981967963878659,,,,,,
1.25026944232882,,,,3.71176799217093,,,,0.3892477281215949,,,,,
,,,,,,,-1.4714858811798,,,0.97556083591547,0.8479667837006079,,
,,,5.009399702489491,,,,,,,,,,
,,,7.587891784958612,,,,,0.604779880107146,,,0.0518965333551017,,1.0
,,,,,-0.554690875984682,-0.653890640851541,-0.973888885453716,,,0.883023731294534,,0.0681903350384789,
,,,,,-1.13855743317693,-1.5979911883252902,,,,0.925068873389395,,,
,,,,,,,,,,,,,
,,,,,-1.49089074119598,,,,0.205418199590573,0.0953472577019036,,,
,,,7.33609666316244,,,,-1.06696730025836,,,,0.266251156808682,,
2.4437651429301,0.517712178217981,,,,-0.6618486778483729,,,,0.130588261158055,,,,
3.48991313783261,8.5901617134665,,,2.71727951561222,,-0.850636330713879,,,,0.5637818208929929,,,
,,2.97681956144546,2.4668686182005803,,-1.6157229458156002,,,,,0.624944832593058,,,
,2.61331761868261,4.34105630107963,,,-0.5454284268038111,,,0.0798414375160285,,,0.514706815791741,,
,,,,,,,,,,,,,
,,,4.249789291440391,,,,-1.79954398170807,,,,,0.0212336270954038,
,,2.26100132678406,,,,,,0.929382855970609,,0.7525383325801949,0.178426575299207,,1.0
8.50158492008253,,,,,-1.25510911879707,,,,,,,0.0230359978603926,0.0
,,,,,,-1.244090354263,,,,,0.129072632646534,,
,,,6.1774758827220095,,-0.522687488944514,,-1.4194804463044302,,0.27911048528402,,,,
,,,1.85770053793547,,,,,,,,0.267293728856216,0.0734435968404944,0.0
,,,,3.64773353817493,,,,,,,,,
,,,,4.931511493593138,,,,,,,,0.0370411289814244,0.0
,,,,,-1.4213609095396105,,,,,,,,0.0
,,,,,-1.60355533290885,,,0.35926086471790203,0.787629218524621,0.857873747292687,0.13567952875311698,,
,7.491734511310459,2.8491049323677897,,,-0.504204169029451,,,,,,,,
