tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,Y
4.48876277309541,7.63290914914898,2.30533303542439,8.31756238356791,4.2079062854173,-1.99885744172977,-0.616490979718731,-1.5925578639688,0.41126426837901897,0.73691125207928,0.78103093126709,0.719005597606862,0.0458614241181345,0
4.60146819849475,5.19738941683939,7.94008524258186,3.9165738456604,4.71851175164804,-1.93754674421747,-1.32950173105991,-1.4514632763706599,0.5889726992606801,0.8083182999911659,0.980275081409533,0.286238640286422,0.0729294789771034,0
9.93289144784483,4.17652039784332,8.32630339172727,9.7689405478406,4.2595176859462205,-1.33712534143095,-1.6095389079215199,-1.3128534365937499,0.580153661352914,0.36385089426837197,0.7037087189267479,0.49336983605252205,0.0550319825202944,0
4.88559352362849,4.49265424554147,0.813041592003079,6.89623488718841,3.69970177772679,-0.8501248120120491,-1.13174980394003,-1.7178271617747098,0.142690342111958,0.838389704322247,0.44998572854762503,0.8061752255856339,0.0234326502965605,0
5.739799653326,4.69049889475001,6.760482681520309,8.557119974539349,3.46110137816496,-1.5870228946657199,-1.16681808773052,-0.7072603957687159,0.42794961689945205,0.268134502718482,0.8581229401885321,0.7479331738600391,0.0655657102666681,0
9.47848454869785,7.7844107576419805,4.384467215252419,3.74967836250664,4.60920407983934,-1.3288030465937701,-1.30282692058649,-1.97757411265908,0.972600867417399,0.57787833506486,0.47254785539776795,0.416350330084937,0.055296091114312,0
4.72878224914731,9.71621931262858,1.94717774706678,1.10017102985594,2.4795941090582403,-0.547543483150506,-1.0849857301155799,-0.847064895792154,0.935677524671068,0.7143622919174549,0.44549983169722795,0.68535282561029,-0.012250284083709,1
3.43484976576031,6.130928060092581,2.28566604969609,1.87151626052308,2.8619788486954505,-0.59572223886064,-1.50306790062337,-0.763188709211442,0.545614813679804,0.272298587336633,0.19874841584082503,0.225799660091987,-0.0266960144240903,1
4.41773671702658,6.64117899104512,0.887188670949079,9.32981280924345,4.04488584062133,-1.3215758476063102,-1.5712754360375902,-1.15203455697743,0.573065120299235,0.37005851523594296,0.10882930027356401,0.39353486716636205,-0.00161964495496903,1
9.493106156308869,9.12327767875966,8.39001866631201,3.70317741293043,2.50557125850781,-0.535382727324508,-1.20600612005622,-0.764182411127083,0.9370459398645871,0.24869794075586,0.454869494902549,0.714383747049302,0.0520779065490509,0
5.53041876166301,7.69470373742087,1.1165630356531002,1.67634494165793,3.32543529192625,-1.14600062866678,-0.565425637400232,-1.6140090258592399,0.8527950870659878,0.7456867915264058,0.7642947463840258,0.48432876863717794,0.0121783977953104,0
6.97484628643703,1.84943238541625,0.702660952740919,0.9226171897288179,3.6419826077715,-1.00460199658016,-1.8334780825031,-0.8039025286882422,0.632834855465155,0.20919186326004602,0.997492930078303,0.7775268814955649,-0.0312083635206024,1
6.6651754446111395,6.9828544889197,6.984679408994,6.91415112150192,2.9518804678652204,-0.78253965144133,-1.2339610174080802,-0.9353797990158079,0.145924621516644,0.968596827603511,0.7073503110844399,0.595022411165775,0.0769104391697478,0
2.78969057522215,9.88712758037534,5.54411179427888,2.7298280207878602,3.88949967022865,-0.882744571653032,-1.76630082163333,-1.2404542769422902,0.279406452210614,0.835263741016092,0.559011153324354,0.303308427141182,0.0187524340778768,0
5.936028979512,1.9077316376056799,9.336081208736381,1.98863955129711,4.4337820202544505,-1.6921282736435401,-1.3241501110856002,-1.4175036355253101,0.45276563093845,0.24398829038673397,0.8822084305666908,0.159554602387594,0.0145596279390306,0
2.50710945151017,1.81016493493706,4.08873302393525,7.8353750627251,4.26530014183555,-1.47162618957667,-1.5688816268436598,-1.22479232541522,0.277001233086411,0.561850142393667,0.30410580082790195,0.0652318910828757,-0.0429439524135797,1
1.1838993718728301,5.953624927359071,9.03311004964737,9.01931889049236,4.0436863440784006,-0.936868333537935,-1.20401052405344,-1.90280748648702,0.14234565319185502,0.892537244956769,0.0757017543845926,0.968053580876929,0.0460646936112092,0
4.597044610740331,9.139138502814038,3.5048493938465,3.9050015462741805,4.61166690466044,-1.16212490340291,-1.91961334690752,-1.5299286543500101,0.526914456208849,0.828559749129827,0.522348950537745,0.9641294487370241,0.0541895031121165,0
