number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
,,,,,,0.99339562310068,,,,,,,734.615272701362,,,,,,,,,,,,1.52027198000205,,,,,,,,,,,,,,3530.6799550010996,3581.6631136428296,,,,,,,135.97,,,42.5563043898484,,,,,,,,,,,,,,0.627447143873727,,,399.97342,,,137.55248723538202,,2.26428571428571,,,,,1.0,,,,25.9
,,,,,,,,,,,,,,,,,,,4.60000000000002,3.68000000000002,,,,,,,,,2.5,2.0,,,,,,,,,,32.0,,,,,0.6923766096547571,,,,,,23.7,,,,,0.4626349500861071,,,,,,,,,0.6869615765973229,,,66.0,,,,,,,,,0.0,,0.0,,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,1.49957414564803,,,,72.8258195971731,,,3223.58402318393,,,,,8958.571,,3389.84450356157,,,,,,,,127.05,,,,,,,,,,,,,,,,,,,,399.97342,,,,,,,,,,,,0.489897948556636,,75.0
,,,,127.218700663581,,,150.287,,,,,687.142408376963,,,,,,,,44.6540727369942,,,165.305024997821,,,,,,,,,,,,1.04910238965115,0.91148795629093,,,,,79.1,,,,,,,,,,,,,,,,,,,2.52690899008254,,,,,,,,15.3455497382199,37.1872140511882,33.061365949974196,,,,,,,3.0,,,,4.1
,,,,,,,,,,,,,,,,,810.6,,,,,,,,,,,,,70.5043492135497,,2725.56672413793,,67.78233747969071,1.18455688022931,,,,,,,,,,,,138.63,,,,,,,,1.39209022823333,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
,,,,,,0.666445719627414,,,,,,,,,0.6357296781874731,,,1008.28095238095,,,,75.1428571428571,,,,,,,,,,,,,0.545363671113696,,5093.0,,,,,,,,,,,,,22.1264250344979,,,,,,,,,,20.5505295074981,,,,,0.29073673961268,,127.0,,,,,,,,0.682908104700472,,,3.6666666666666696,,,8.0
,,,,36.7870131528683,,1.06135490355297,,,,,,,,,,0.7527516269559771,,,,,,,,,,,,,83.39476902060458,79.7567238795576,,,,,0.771702225515271,,,,,,,,,,,,,,,44.8272430799296,,,,,1.00028587914423,,,,,,,,,,,,,,,,,,,,,,4.0,,1.5,,
,,,,123.045865118321,,0.750738694995751,,,,,,,,,1.08260615060801,0.733423100189673,,,,,,,140.64767930516,,,,,67.9743460764588,,,,6771.77062374245,,,,,,,,,,,,,0.901302507476016,,161.3,,,,,,,,,,,,,,,35.0105633802817,,14.0837519439008,,,,,,,,,,,,,,,1.24721912892465,1.02014093912402,1.85
,,,,,,,169.9850304,,,,,,,,,,,,,68.0206180139522,,,,,,,,,,,,,,,,,,18200.0,,3617.886123138761,,,,,,,180.3,,,39.2954739760192,,,,,,,1.8,,,0.39230090491866093,,315.75,,,0.681372952525021,,,,,,,,,,,,2.0,,1.0,,0.0138
,,,61.260158403975716,,,,,,,51.274772662249696,,,,,,1.1929755271258,,,293.38840740561,,,,,,1.5178202326256898,,,,,,,5148.64725,,,,,,,,3303.0244330882106,,,,,,,,,,,,,3.82554506992912,,,0.927664965043558,12.878,,,4.54349595135728,95.405316,,,6.7020460502969685,,,,,,,,,,,1.5890269151739698,,,,,,13.0
,,,,118.71,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,0.0,,7310.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,4.46
,,,,36.126174653366,,,,,,,,,740.3993327137331,,1.55321870407659,,764.1,,,,,,,,,,,16.266666666666698,,,,2953.4288,,,,1.0995124222073502,9778.571,,,,,,,68.5472871662888,,,,,,52.67078226957421,,,,,1.3929374917506998,1.39581372668179,,,,,,,,0.969156077634558,,,399.97342,,,,,,,,,,,,,,84.9
,,,91.30075873644621,,,,,,,,,,,,,,,,,,,,,,,1.0720016041056402,,,,,,,,,0.762538985589208,,19120.0,,,,,,,,0.965752922014505,,,,,64.3009763188364,,,,,0.8327931917905591,,,,,18.3392111789648,,,,,,,137.0,,,,,,,,1.05790542470367,,,1.0,1.24721912892465,,3.3
,,,,,,,,,,,,831.9,,,1.09478408478893,1.0657921965944102,,,,,,,,,,,,,,,,6701.75,,,,,,,1248.20858299671,,,,,,,,,,,,,,,,1.0028994706628,,,,,,,40.38,,,0.194158290628553,,,,36.4253586880837,,,,,,1.05492016798614,,,,,,12.3
,,,,,,1.41003828376745,124.90825,,,,,,,,,,,,,,,,,,1.49986114126876,,,,,,,3214.04213333333,,,1.32393024336346,,,2388.5712,,,,,,,1.35742892856008,,127.05,,,,,,4.4925574535148485,,,,,,,,,,,,,,,106.652490666667,,,,,,,1.5649572502428002,,2.0,,,,54.0
,,,,34.813196155259,,1.37490680901094,,,,44.178688695766496,,1005.3404287902,,,,,,,,,,,148.737352419316,,,,,,,,,,,,,0.8732876895921942,,,,,,,,,,,,,,,7.8044,,,,,,12.878,2.96094946401225,,,,95.9178908728943,,,0.457810241617619,,,,,166.203980658092,,,,,,,,,,,91.9
