number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
,,,,,,,,,,,,,,,,,,,,,,,,155.851107183496,,,,,79.5472186817365,,,,,,,,,,,,,,,,,,,,,,,9.13457142857143,,,,0.954978330052593,,,,,,,,,,,399.97342,,,,,,,,,,,,,,65.8
,,,,,,,,,,,,,,,,1.02772020185324,,,276.06314784845904,,,,,,,,,,,,,,,,,,,,4004.27323147741,,,,,,,,,,,52.21916956972321,,,,,,1.39719976390932,,,,,,,,,,,,58.0503687096774,,,,,,,,,,,,,74.3
,,,,,,,,13.3900920245399,,,,,,,,,810.6,,,342.99917793075804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23283387332002,,,,2.8922484662576697,4.16516110612783,,,101.145688742331,,,,,,,,166.89403310847402,,,,,,,,,,,78.8
,,,,,,,,,,,,,,,1.53568085903321,,,,,,,,,,,,,,,,,,,,,,,1641.04342857143,,3580.82823033367,,111.939785714286,,,1.3518978757737,0.788051973762042,,,,,,,,,,,,,,,,60.43518857142861,,,,,,,,,,,,,,,,,,,4.5
,,,,,,,,,,,,,,,,,,,,,153.0,,,,,0.57305691713142,,,,,,,,,,,3816.0,,,,,,,,0.581407428575403,,,,,,,,,35.5202916093982,,0.11501477365038,43.9,,,,,,,,,,,,,,,,,,,,1.0,,,,11.4
,,,,,,,,,,,,,,,,,810.6,,295.552370993704,,,,,,,,,,,,,2938.92330769231,,,,,8958.571,,,3638.666763272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.396873191859,,,,,,,1.24998346426729,,,,,90.0
4.0,,,,73.93863126790191,,,106.353238,,,,,,,,,1.1521550689936002,,,199.09342499188702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0278024364985,,,0.922728533665074,,,,,,,,,,,,36.39018239999999,,,,,,,,,,,,,3.24
,,,,,,,,,,,,,,,,0.925603280276645,810.6,,,,,,,,1.50699778198989,,,,70.4062497225921,,,,,,,,,,2958.0214919040995,,,,,,1.3540519616670803,,,,50.2814916246525,,,,,,,,,,,,,,,,,0.208839747487846,,,,,,,,,,1.28961011358553,,,,,60.0
,,,,64.999822172328,,,,29.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,1.02487541911759,0.931131828465861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
,,,,,,,192.981,22.4057813333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438.544853922679,,,,,,,,,,,,,,,,,1.45114401636765,,,,,,72.774176,,,,,,,,,2.8333333333333304,,,,,,,,,,67.0
,,60.391415568,,,,,,,,,,,752.6700599627769,,,,,,,,,,,,,,,,,,,,4994.14416159669,,,,,,,2335.25682548413,,,,,,,,,,,,,15.1646689927335,,,0.9607125738316852,,,,,,,,,,,,,,,,3.6224,,,,,,,,,16.5
6.0,,,,,,,,,,,,,,,,,810.6,,278.20417811783904,,,,,,,,,,,,,,1225.20552095791,,,,8958.571,,,,,,,,,,,,,,,4.8722928431979415,,,,,,,,,,,,,,,,91.40978817294408,,166.557130742391,,,,,,,,,,,76.0
,,,,,,,,,,,,,,,,,400.9,,,,,,,,,,,,61.5,,,,,,,,,,,,114.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,95.9104341776,,,,,720.518479985073,,,,,,,,,189.98784,,,,,,,,,,,,,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00215876381281414,,,,,,,,,,,,,,,0.31
,,58.377754838709706,,,1.55851168986154,,,,,,,,,,,,810.6,,,,,,,93.16734815409019,,,,,62.336229879224796,,,,,,,,,,,4308.64435885566,,,,,1.26647308517196,,,,,,,,,1.2939959949133402,,,,,,,,,,,1.13724490460103,,,,,,,,,,,,,,,,127.0
4.0,,,,,,,,,,,,,,,,,,,,,174.5,140.48,,131.18766947543998,,,,,54.122546133751,,,,,,,,,,,,,,,,,,,49.0075555555556,,,25.75,,,,,,,22.0702222222222,14.531087364681301,,52.25,,,,0.8955961210459399,,,,,62.386887511185705,,,,,,,3.0,,,,8.74
,,,,,,,121.3276,12.38321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3797.7071746611,,112.10666666666701,,,,,,,,,,,,,,0.962148675818072,12.878,3.3749333333333302,,,,110.214176,,,,,,,168.301046773239,,,2.06666666666667,,,,,,,,,72.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5473319468693,,,,,,,12.878,2.94876923076923,,,,,,,,,,,,165.152869589403,,,,,,1.21359115976745,,,,,78.0
