0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
-1.0622000000000001e-05,3.8243e-06,0.00010961,-3.7272e-06,1.1628e-07,-3.2878e-05,-0.028269,-0.028273000000000003,-0.028383,-0.019943000000000002,-0.019943000000000002,-0.01991,0.0011265000000000001,0.00055284,0.0016699000000000002,0.0010557000000000001,0.00044554,0.00076467,1.1013,1.1013,1.101,1.1019,1.1019,1.1018,0.011303,0.11934000000000002,2.5086,0.0022291999999999998,0.023083000000000003,-0.43341999999999997,-0.0030600000000000002,-0.003052,-0.0033474000000000004,-0.0014018,-0.0014082,-0.0013337,-0.72302,7.7902,19.012,-0.61536,-0.182,20.037,-1.4975,-1.4975,-1.4978,-1.4981,-1.4981,-1.4980000000000002
-1.4706e-06,-1.394e-07,2.5893e-05,-1.9062e-06,5.5152e-06,5.0345e-05,-0.032981,-0.032981,-0.033006,-0.024459,-0.024465,-0.024515000000000002,0.0013629000000000002,0.00072449,0.0012579000000000002,0.0013873,0.00088616,0.0017849,2.0813,2.0813,2.0812,2.0813,2.0813,2.0809,-0.0023269000000000002,-0.089415,-0.096112,0.0060941,0.31851,0.9978100000000001,-0.0023989999999999997,-0.0023945999999999998,-0.0024142,0.00062472,0.00061616,0.00053681,-0.80593,2.7674,3.8748,-0.8287,17.566,7.4361,-1.5021,-1.5021,-1.5019999999999998,-1.4998,-1.4998,-1.4998
-1.0582e-05,-3.023e-05,-5.9792e-05,2.1609e-05,-3.8265999999999996e-05,-0.00054086,-0.0079565,-0.0079263,-0.0078665,0.026909,0.026948000000000003,0.027488,0.002909,0.0017824000000000002,0.0051724,0.0027619,0.001661,0.0060693000000000006,2.1051,2.105,2.1043,2.1085,2.1084,2.1073,-0.025078,-0.14956,-1.2178,-0.015394999999999999,-0.40247,-1.4773,-0.0017695999999999999,-0.001731,-0.0015514,0.015031999999999998,0.015096,0.01589,-0.58089,2.815,7.6726,-0.55556,2.2495,13.734000000000002,-1.5045,-1.5045,-1.504,-1.4944,-1.4945,-1.4945
1.7805e-05,-8.034100000000001e-05,-0.00017204,-1.516e-05,-7.261e-05,-0.0001035,0.017556,0.017636000000000002,0.017808,0.010965,0.011037,0.011141,0.0022683000000000004,0.0013467000000000002,0.0037457999999999997,0.0022535999999999997,0.0012017000000000002,0.0027651999999999998,1.3728,1.3727,1.3719999999999999,1.37,1.3699,1.3694,0.008403,-0.67067,0.083674,0.027125,-0.40501,-0.60826,0.009859200000000002,0.0099568,0.010074,-0.00066424,-0.00059254,-5.8562e-05,-0.70053,3.986,10.382,-0.71053,1.2153,5.3069,-1.5007,-1.5008,-1.501,-1.4996,-1.4996,-1.4995
4.7801e-06,1.1176e-05,2.7311e-05,-2.9192000000000004e-06,1.194e-05,-9.055e-05,0.044568,0.044557,0.04453,0.10447999999999999,0.10447000000000001,0.10455999999999999,0.0011173,0.00062402,0.0012167999999999999,0.0010842,0.00047624,0.00091388,1.0744,1.0744,1.0743,1.0763,1.0763,1.0761,-9.2708e-05,-1.9735,0.031131,0.0028744,0.13654000000000002,-0.65763,0.004761,0.0047385,0.0046858,0.009921899999999999,0.009899799999999999,0.0099881,-0.69095,26.278000000000002,4.2487,-0.65809,1.3223,5.2653,-1.4971,-1.4971,-1.4969,-1.4973,-1.4973,-1.4973
-3.0210000000000004e-06,-6.4639e-06,-0.0001881,-1.7888e-05,-2.3193000000000003e-05,-0.00038607,0.025637,0.025644,0.025832,0.012934000000000001,0.012957,0.013343,0.0029221,0.0017690999999999998,0.0063189,0.0029274,0.0016159000000000002,0.008318299999999999,2.2506,2.2505,2.2497,2.2492,2.2491,2.248,0.019429,-0.20167000000000002,0.50635,0.028352999999999996,0.051327,-0.092799,0.011387999999999999,0.011395,0.011474,-0.013666999999999999,-0.013658000000000002,-0.013916999999999999,-0.50803,1.5011,6.4173,-0.5524600000000001,0.60626,6.7535,-1.5044,-1.5045,-1.5045,-1.4944,-1.4944,-1.4941
1.1398e-05,2.6839999999999996e-06,-0.00027067,-2.1275e-05,1.2386e-05,0.00014201,0.048082,0.048079000000000004,0.04835,0.10894000000000001,0.10893,0.10879000000000001,0.0024708,0.0014289,0.0056635,0.0024943,0.0015018,0.0033916,1.7143,1.7142,1.7131,1.7088,1.7087,1.7081,-0.015955,-0.18052,-1.0701,0.0034648000000000005,0.029550999999999997,0.20237,0.010437,0.010479,0.010275,0.0033775,0.0033537,0.0032753,-0.61929,0.5868800000000001,8.0922,-0.65862,1.4304,2.5891,-1.4996,-1.4997,-1.499,-1.4989,-1.499,-1.4985
1.5615e-06,-1.1962999999999999e-06,7.076699999999999e-07,1.5686000000000001e-06,2.268e-07,9.7706e-06,0.056491,0.056492999999999995,0.056491999999999994,0.11127000000000001,0.11127000000000001,0.11126,0.00076144,0.00021812,0.00062336,0.00075637,0.00025749,0.00064315,0.8549200000000001,0.8549200000000001,0.8549100000000001,0.85526,0.85526,0.85524,0.0029569,0.1753,0.24238,0.0010779000000000001,0.034801,0.32837,0.007592699999999999,0.0075935,0.0075098,-0.0051347,-0.0051417,-0.0051827,-0.61682,2.1477,10.728,-0.60905,8.3948,3.9759,-1.4945,-1.4945,-1.4945,-1.495,-1.495,-1.495
-5.3929e-06,1.6096e-05,-9.2604e-05,-6.1296000000000006e-06,1.8883e-05,2.4115e-05,0.025256,0.025240000000000002,0.025333,-0.033875999999999996,-0.033895,-0.033919,0.0011205,0.00054372,0.0013802999999999999,0.0011258,0.00055373,0.0012035,1.1767,1.1767,1.1765,1.1765,1.1765,1.1763,-0.007085300000000001,0.8281299999999999,-0.9769399999999999,0.0018390999999999998,0.52205,0.26621999999999996,0.0042388999999999994,0.0042054,0.00415,-0.0033921999999999997,-0.0034174999999999995,-0.0033490000000000004,-0.7148899999999999,7.7981,10.790999999999999,-0.71257,6.0717,5.8662,-1.4996,-1.4996,-1.4996,-1.4957,-1.4957,-1.4958
-6.175e-06,-1.1635e-05,-7.857e-05,-2.3794e-06,-1.3115e-05,-6.9732e-05,0.015451,0.015463,0.015541999999999999,0.043185,0.043198,0.043268,0.0012790999999999998,0.00071191,0.0015373,0.0012420999999999999,0.00084633,0.0013504,1.6367,1.6367,1.6364,1.6349,1.6348,1.6347,0.01023,-0.058339999999999996,-0.72387,-0.0032483000000000004,-1.251,-0.090785,0.0043256,0.0043398,0.0044409,0.0037381999999999997,0.0037542,0.0037744,-0.82929,5.6554,5.0747,-0.73866,31.131999999999998,5.932,-1.5004,-1.5004,-1.5003,-1.4977,-1.4977,-1.4976
6.501e-06,1.4069e-05,-6.4122e-05,1.4994e-05,2.7215e-05,1.5809e-05,-0.031461,-0.031475,-0.031411,-0.029429000000000004,-0.029456,-0.029472,0.0029798999999999997,0.0019984,0.0046032,0.0029901999999999997,0.001627,0.003782,2.2988,2.2986,2.2972,2.2988,2.2987,2.298,0.0070916,0.1174,-0.6791,-0.043944,0.19579000000000002,-0.31058,-0.0066107,-0.0065608,-0.006159899999999999,0.013665,0.013634,0.013678999999999998,-0.53159,3.3462,3.8480000000000003,-0.5408,3.4269,6.5946,-1.5036,-1.5036,-1.5039,-1.4917,-1.4917,-1.4918
-2.4125e-05,-8.7018e-05,-0.0001715,7.8888e-06,-5.6686e-06,0.00045566,-0.074438,-0.074351,-0.07418,-0.19692,-0.19692,-0.19737000000000002,0.0029306,0.0017073000000000001,0.0065465,0.0029017,0.0016925999999999998,0.0068536000000000005,2.2934,2.2933,2.292,2.2811,2.281,2.2798,0.032692,-0.15891,-0.86816,0.005309899999999999,0.046975,1.1253,-0.016467,-0.016415,-0.016135,-0.0072567,-0.0072527,-0.0071411,-0.49357,1.5005,4.3665,-0.5399,1.0969,6.3468,-1.4974,-1.4974,-1.4969,-1.4993,-1.4994,-1.4987
2.3734e-06,2.5889000000000002e-05,0.00010232,-2.2168000000000004e-07,-3.3304e-05,3.6212e-05,0.019316,0.01929,0.019188,0.024272,0.024305,0.024269,0.0014164000000000002,0.0007735,0.0027191,0.001347,0.00076197,0.0019097,2.0252,2.0252,2.0247,2.0208,2.0208,2.0204,-0.0072862,-0.12025999999999999,0.9469,-0.0017034000000000003,-0.46776999999999996,0.46575,0.0045881,0.0045673,0.0045006,-0.00031387,-0.00028013,-0.00028344,-0.80929,4.5806,13.747,-0.8276899999999999,4.1741,6.6691,-1.5003,-1.5003,-1.5004,-1.5005,-1.5005,-1.5004
5.7955e-06,1.2384e-05,-0.00024022,1.7848e-05,3.6583e-05,-0.00022006,0.028633,0.02862,0.028860000000000004,0.11438,0.11435,0.11457,0.0029185,0.0016721,0.0039188,0.0028347,0.0016144000000000002,0.0053966000000000005,2.1938,2.1937,2.1929,2.199,2.1988,2.1976,-0.006424600000000001,0.06324099999999999,-0.60155,-0.017879,-0.058195000000000004,-0.097465,-0.0017305999999999997,-0.0017125,-0.001576,0.021263999999999998,0.021271,0.021388,-0.5265,0.9500700000000001,3.8012,-0.55575,1.9788,6.1371,-1.5036,-1.5036,-1.5031,-1.4919,-1.4919,-1.4917
1.1130999999999999e-05,-2.1300999999999998e-05,0.00054162,-1.1492000000000001e-05,4.6679e-05,0.00022331,0.0259,0.025921,0.025379,-0.030913999999999997,-0.030961000000000002,-0.031183999999999996,0.002502,0.0014883,0.0070347,0.0025912,0.001438,0.004581399999999999,1.7768,1.7768,1.7759,1.775,1.7748,1.774,-0.013458000000000001,-0.26721,1.3123,-0.0045363,0.6420100000000001,0.20783000000000001,0.0054968000000000005,0.0055433999999999995,0.0060731000000000005,0.0090683,0.009010299999999999,0.009241,-0.66086,1.0090000000000001,8.8368,-0.63479,3.0549,2.509,-1.5065,-1.5065,-1.5069,-1.5004,-1.5004,-1.5001
-1.0012999999999999e-05,-7.0344e-08,2.9650999999999998e-05,1.2207e-06,-7.3346e-05,0.0001495,0.02308,0.02308,0.023051,0.013732,0.013805000000000001,0.013655,0.0022232,0.0012192,0.0037686,0.0022638000000000003,0.0012759,0.0034051000000000003,1.3438,1.3437,1.3432,1.3502,1.3501,1.3493,0.033819999999999996,0.10440999999999999,0.049448,0.018207,-0.34988,1.1107,-0.0024206999999999996,-0.0024142,-0.0021384,0.0045095,0.004621899999999999,0.0038984,-0.6772,2.0742,2.1517,-0.68816,2.1219,7.4047,-1.505,-1.505,-1.5047,-1.5003,-1.5004,-1.5006
-2.1848e-05,-2.5816999999999997e-05,0.00018004,-5.815e-06,-4.7967e-05,0.00020168,-0.060860000000000004,-0.060834000000000006,-0.061015,-0.21173000000000003,-0.21168,-0.21189000000000002,0.0029614999999999997,0.0017542000000000002,0.0046366,0.0029796999999999996,0.0019172999999999998,0.0054275,2.2919,2.2918,2.291,2.2937,2.2935,2.2922,0.026260000000000002,-0.058699,0.07159199999999999,0.021005000000000003,-0.07601799999999999,0.48263999999999996,0.00050544,0.0005105,0.0002523,-0.014244999999999999,-0.014247,-0.014161000000000002,-0.5464,2.0443,5.8219,-0.5384899999999999,1.6816,3.7228,-1.5074,-1.5074,-1.5074,-1.4987,-1.4988,-1.4988
-1.6649e-05,-2.0186e-05,-0.00017627,-1.7241e-05,-2.3913000000000003e-05,0.00046146,-0.058476,-0.058455999999999994,-0.058279,-0.18064000000000002,-0.18062,-0.18108,0.0026699000000000002,0.0016094000000000002,0.003706,0.0027096999999999998,0.001668,0.005332,1.9446,1.9445,1.9439,1.9379,1.9378,1.9377,0.019209999999999998,0.053394000000000004,-0.38749,0.0010496,0.0051178000000000005,1.7574,-0.0072186,-0.0072109999999999995,-0.0072508,-0.0048959,-0.0048716,-0.0055393000000000005,-0.5212100000000001,0.42786,3.9969,-0.60329,3.5825,9.6267,-1.5018,-1.5019,-1.5018,-1.4948,-1.4948,-1.4945
