0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
3.5117e-06,-7.3501e-07,-1.6512e-05,4.3159e-06,,,0.022512,0.022512,0.022529,0.043266000000000006,0.043262,,0.00081758,0.00027679,0.00068359,,0.00033633,0.000681,,,1.7952,1.7911,,,,-0.48613999999999996,,,-0.24065999999999999,,0.0039123000000000005,0.0039118,,0.00095713,0.00095775,,,,,,15.642999999999999,6.702999999999999,,-1.4984,-1.4984,-1.4988,-1.4988,-1.4988
,,0.0010342,1.2702e-05,,-9.927e-05,,,-0.038975,-0.021424000000000002,-0.021422999999999998,,,0.0015272999999999999,,,,,,1.7276,,,,1.7224,,0.25424,1.4713,,,-0.3523,-0.0089304,-0.0089336,-0.0095505,0.0049273,,0.0053869,-0.7077399999999999,,5.5109,-0.6903100000000001,3.5838,,-1.5002,,,,,
,5.1028999999999995e-05,,,3.3951999999999996e-05,,0.021883,0.021832,,-0.025284,-0.025318,-0.025346,,,0.0031414999999999998,,,,1.3327,,,1.3375,,,,,1.4846,,0.15075,,,,,,0.0064503,0.0067442,,,9.1828,,,,,-1.5078,-1.5076,-1.4973,,
,5.3218000000000004e-05,,1.4147e-05,4.9012e-05,,,,,-0.028257,-0.028306,,,,0.004524,0.0025221,,0.0058468999999999995,1.8387,1.8387,1.8377,,,,,,0.95231,,,,,,-0.009437799999999998,,0.0078057000000000005,0.0076438,-0.61269,,,,,,,,-1.5054,-1.4912,-1.4913,-1.4908
,-3.2545e-06,7.1662e-06,-7.5086e-06,-2.8657999999999997e-06,2.8668000000000002e-06,,,0.029876999999999997,,,,,0.00023212,,0.00075817,0.00022309,,,0.90941,,,0.91207,0.91206,,-0.33439,0.017024,,,-0.045886,,-0.00042833,,,,-0.0012389,,8.4161,,,1.1896,,-1.5,-1.5,-1.5,-1.4953,,
-1.4744000000000003e-07,,-9.5253e-06,,-3.3899e-07,,,0.009901,,-0.028187,,,,,0.00092617,0.0011835,,,,1.2408,1.2406,,1.2402,1.24,,3.7501,-0.0057707,0.0081851,,0.29949000000000003,0.0018253,,0.0017737000000000002,,-0.00076736,-0.00070384,,,,,,,,,-1.5009,-1.4945,,
1.3878e-06,3.1661e-05,0.00024001,-9.8527e-06,,,,,,,,-0.020307,0.0021920000000000004,,,0.0021599,0.0013435,,,1.2921,,,1.2955,1.2952,-0.020334,0.007472100000000001,,-0.0050927,,,0.0061381,,,,,,-0.7238899999999999,,,-0.71291,4.5937,2.5332,-1.5028,-1.5029,,-1.4931,,
-7.9469e-06,7.9113e-05,,,1.7071e-05,0.00017841,,0.006549299999999999,,,,,0.0023243,0.0012742,0.0025139,0.0022713,0.0012481,0.0057389,,,1.4312,,,1.4333,-0.015962999999999998,0.42626000000000003,,-0.0016803,,,0.0059824,0.0058571000000000005,0.0056631,-0.017637,-0.017644999999999997,-0.017623,,1.3989,3.6710000000000003,-0.69572,,11.907,,-1.5024,-1.5025,,-1.4912,
-7.6316e-06,,,-7.320700000000001e-06,,,0.017883,,,-0.035662,,,,,0.0027039,0.0025266999999999998,0.0013608,,,,,,,,-0.017622,,0.16024000000000002,-0.010178,,,-0.0062539,-0.0062851999999999995,,0.0029915,,,-0.66101,1.4315,,,,,,-1.4973,,-1.5019999999999998,,
5.2440999999999995e-06,2.4984e-05,,,,,0.016101,0.016076,0.016101,-0.033244,-0.033303,-0.033606,0.0025751999999999997,0.0014643,,,,0.0093695,,1.7763,1.7753,1.7809,1.7809,,,0.39501,0.20828000000000002,,,,,,-0.0037549999999999997,,0.012163,0.012412999999999999,,,8.771,,1.1532,,,,,,,
